param,mu_star,sigma
PRest,1.8151148145349212,1.7926017396500187
PK,0.005539168249207141,0.012171694702690888
PL,0.17466827241477897,0.2475374399181593
Kbile,0.23331620889414983,0.3336835200416279
GFR,0.6782282360366595,1.1348960519952136
Free,0.5436855121134762,0.9582263761360691
Vmax_baso,0.7473483845401729,1.6607843138736647
Km_baso,1.656427251726654,2.4255286404827663
Kurine,0.9008617061195059,1.767297681289389
Kreab,0.42734636562828154,0.8391989752002824
