param,mu_star,sigma
PRest,1.0075738075784386,1.2943811880781617
PK,0.06495333202312108,0.2172089920648629
PL,0.2590674273971493,0.49296234540451495
Kbile,0.2387482550240856,0.3520414598546259
GFR,0.8284519299383166,1.2621275542562778
Free,0.7826024945767138,1.2026159609635163
Vmax_baso,0.522095523980726,1.1159981594498678
Km_baso,1.116259970649921,1.7617719764886524
Kurine,0.7005037053559625,1.091451026337296
Kreab,0.3792500750784166,0.6330916517896464
